"country_code","country","air_year","air_passengers","econ_worldrank","econ_regionrank","econ_2019score","econ_propertyrights","econ_judical","econ_gov_integrity","econ_taxburden","econ_govspending","econ_fiscalhealth","econ_businessfreedom","econ_laborfreedom","econ_monetaryfreedom","econ_tradefreedom","econ_investmentfreedom","econ_financialfreedom","econ_tariffrate","econ_incometaxrate","econ_corporatetaxrate","econ_taxburdengdp","econ_govexpendgdp","econ_popmills","econ_gdpbills","econ_gdpgrowthrate","econ_yeargdpgrowthrate","econ_gdppercapita","econ_unemployment","econ_inflation","econ_fdiflowmills","econ_publicdeptofgdp","hospbeds_year","hospbeds_per1k","docs_year","docs_per1k","pollution_960","pollution_961","pollution_962","pollution_963","pollution_964","pollution_965","pollution_966","pollution_967","pollution_968","pollution_969","pollution_970","pollution_971","pollution_972","pollution_973","pollution_974","pollution_975","pollution_976","pollution_977","pollution_978","pollution_979","pollution_980","pollution_981","pollution_982","pollution_983","pollution_984","pollution_985","pollution_986","pollution_987","pollution_988","pollution_989","pollution_990","pollution_991","pollution_992","pollution_993","pollution_994","pollution_995","pollution_996","pollution_997","pollution_998","pollution_999","pollution_000","pollution_001","pollution_002","pollution_003","pollution_004","pollution_005","pollution_006","pollution_007","pollution_008","pollution_009","pollution_010","pollution_011","pollution_012","pollution_013","pollution_014","pollution_015","pollution_016","pollution_017","pollution_018","pollution_019","pop65above_year","pop65above_percent","prisoncount_year","prison_count","prisonrate_year","prison_rate","rail_year","rail_millionpassengerkm","sars_cases","sars_deaths","sars_recovered"
"KIR","Kiribati",2018,66567,"168","41","47.3","44.1","34.3","35.1","73.0","0.0","98.6","41.9","50.7","81.1","53.2","25","30","15.9","35.0","35.0","15.7","117.9","0.1","$0.2 ","3.1","3.6","$1,976","N/A","2.2","1.4","26.3",2015,1.9,2015,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3.952627172,"2016","129","2016","112.7",NA,NA,0,0,0
"KNA","Saint Kitts and Nevis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,2.3,2012,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","220","2017","400",NA,NA,0,0,0
"KOR","Korea, South",2018,88157579,"29","7","72.3","79.3","57.5","50.5","64.2","68.6","96.8","91.3","57.4","82.0","80.4","70","70","4.8","46.2","27.5","26.3","32.4","51.5","$2,029.0 ","3.1","3.0","$39,434","3.7","1.9","17,052.8","39.8",2015,11.5,2015,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,14.41855583,"2017","55198","2017","108.3",2018,23002,153,0,124
"KWT","Kuwait",2018,6464847,"90","8","60.8","52.9","43.3","35.3","97.7","17.3","99.1","57.4","61.7","70.6","79.0","55","60","3.0","0.0","15.0","1.6","52.5","4.4","$291.5 ","-2.5","-0.1","$66,163","2.1","1.5","300.5","20.6",2014,2,2014,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2.550472384,"2017","6000","2017","145",NA,NA,75,0,66
"LAO","Laos",2018,1251961.786,"110","24","57.4","38.8","42.5","33.5","86.9","85.3","66.5","60.1","60.1","78.5","81.8","35","20","1.6","24.0","24.0","12.8","22.1","6.7","$49.2 ","6.8","7.4","$7,366","0.7","0.8","813.0","62.8",2012,1.5,2012,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,4.075149964,"2015","8201","2015","123.1",NA,NA,0,0,0
"LBN","Lebanon",2018,2981937,"154","12","51.1","39.5","26.6","18.2","91.8","75.6","0.0","47.9","46.5","78.1","79.0","60","50","3.0","20.0","15.0","13.8","28.5","4.5","$87.7 ","1.2","1.5","$19,439","6.6","4.5","2,628.0","152.8",2014,2.9,2014,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,7.002368134,"2017","6458","2017","106.2",NA,NA,0,0,0
"LBR","Liberia",1992,32000,"160","37","49.7","26.7","39.0","24.2","82.7","62.1","69.1","50.6","38.3","68.9","60.1","55","20","12.4","25.0","25.0","21.8","35.5","4.5","$6.1 ","2.5","2.1","$1,354","2.4","12.4","247.8","34.4",2010,0.8,2010,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3.2534318,"2017","2211","2017","46.7",NA,NA,0,0,0
"LBY","Libya",2018,927153.8807,"N/A","N/A","N/A","7.6","24.4","15.8","N/A","0","20.0","40.2","51.3","52.8","N/A","5","N/A","N/A","10.0","20.0","N/A","139.2","6.4","$64.4 ","70.8","-7.9","$9,986","17.7","28.0","N/A","4.7",2014,3.7,2014,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,4.392040259,"2014","6187","2014","99.7",NA,NA,0,0,0
"LCA","Saint Lucia",NA,NA,"38","4","68.7","65.9","63.8","50.3","76.2","79.3","81.3","76.3","69.2","83.9","73.2","65","40","5.9","30.0","30.0","24.0","26.3","0.2","$2.5 ","3.0","1.9","$14,450","21.0","0.1","92.4","71.3",2013,1.3,2013,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,9.806530356,"2017","527","2017","294.4",NA,NA,0,0,0
"LIE","Liechtenstein",NA,NA,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","85","80","N/A","7.0","12.5","N/A","N/A","38,000 ppl.","$6.1 CHF (2014 )","N/A","N/A","$139,100 (2009 est.)","2.1 (2016)","N/A","N/A","N/A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","73","2017","192.1",NA,NA,0,0,0
"LKA","Sri Lanka",2018,5882376,"115","25","56.4","44.7","39.4","28.9","84.9","88.3","30.4","75.1","58.8","70.1","76.2","40","40","4.4","24.0","28.0","12.3","19.8","21.4","$274.7 ","3.1","4.2","$12,811","4.1","6.5","1,374.9","79.4",2012,3.6,2012,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,10.47321975,"2017","20598","2017","98.7",2015,7407.39,0,0,0
"LSO","Lesotho",1999,1300,"142","28","53.1","41.5","45.7","30.9","59.4","33.0","63.5","53.3","58.8","75.0","81.0","55","40","2.0","35.0","25.0","47.0","47.3","1.9","$7.0 ","3.1","2.8","$3,581","27.3","5.6","135.0","34.7",2006,1.3,2006,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,4.901087497,"2014","2073","2014","96.6",NA,NA,0,0,0
"LTU","Lithuania",2018,26031,"21","12","74.2","73.6","61.2","47.8","86.4","65.1","97.3","75.2","63.6","84.6","86.0","80","70","2.0","15.0","15.0","30.2","34.1","2.8","$91.2 ","3.8","3.0","$32,299","7.1","3.7","595.4","36.5",2013,7.3,2013,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,19.70503316,"2017","6599","2017","228.3",2018,468,0,0,0
"LUX","Luxembourg",2018,2099102,"17","9","75.9","83.0","72.4","85.8","65.4","46.6","98.9","68.8","45.9","82.6","86.0","95","80","2.0","42.0","18.0","37.1","42.2","0.6","$62.7 ","3.5","3.8","$106,374","5.5","2.1","6,622.7","23.0",2015,4.8,2015,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,14.18315418,"2017","650","2017","111.5",2018,443,0,0,0
"LVA","Latvia",2018,4058762,"35","18","70.4","67.3","48.4","35.5","77.0","57.1","96.9","77.5","73.3","81.1","86.0","85","60","2.0","31.4","20.0","30.2","37.8","2.0","$53.9 ","4.5","2.8","$27,644","8.7","2.9","721.2","34.8",2013,5.8,2013,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,20.04362032,"2017","3765","2017","193.1",2018,41.5,0,0,0
"MAC","Macau",2018,3157724,"34","9","71.0","60.0","60.0","33.2","77.1","90.4","100.0","60.0","50.0","76.5","90.0","85","70","0.0","12.0","39.0","25.0","17.9","0.6","$71.8 ","9.3","-0.6","$111,629","2.0","1.2","1,996.8","0.0",1970,5.295300007,1970,5.295300007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,10.48420293,"2017","1284","2017","206.1",NA,NA,64,0,30
"MAF","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"MAR","Morocco",2018,8132917,"75","6","62.9","57.2","47.1","39.2","72.2","72.7","66.9","70.3","33.1","83.5","77.4","65","70","3.8","38.0","30.0","20.9","30.2","34.9","$298.6 ","4.2","3.4","$8,567","9.3","0.8","2,651.4","64.4",2014,1.1,2014,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,7.012904821,"2017","83102","2017","232.5",2018,4475,0,0,0
"MCO","Monaco",2018,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,13.8,2012,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","29","2017","74.4",NA,NA,0,0,0
"MDA","Moldova",2018,1135999,"97","40","59.1","55.2","29.6","25.4","85.4","59.1","92.0","67.0","39.0","73.5","78.0","55","50","3.5","18.0","12.0","31.5","36.9","3.5","$20.1 ","4.0","4.4","$5,661","4.5","6.6","213.8","37.7",2013,5.8,2013,5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,11.46955634,"2017","7510","2017","185.4",2017,77,0,0,0
"MDG","Madagascar",2018,541290,"114","15","56.6","33.2","24.4","14.3","91.0","91.8","85.5","47.3","44.6","72.4","69.2","55","50","7.9","20.0","20.0","10.1","16.6","25.6","$39.7 ","4.1","3.4","$1,551","1.8","8.1","389.1","37.3",2010,0.2,2010,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2.986717126,"2017","20975","2017","82",2007,10,0,0,0
"MDV","Maldives",2018,1147247,"141","37","53.2","43.9","36.4","33.5","95.8","60.8","10.7","78.3","70.8","81.0","62.6","35","30","11.2","0.0","0.0","20.5","36.1","0.4","$6.9 ","4.8","5.2","$19,151","5.0","2.8","517.5","68.1",2009,4.3,2009,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3.703344606,"2017","1852","2017","424.8",NA,NA,0,0,0
"MEX","Mexico",2018,64569640,"66","12","64.7","59.1","34.9","26.3","75.8","78.2","83.2","67.8","58.6","75.9","81.4","75","60","4.3","35.0","30.0","17.2","26.9","123.5","$2,458.4 ","2.0","2.5","$19,903","3.4","6.0","29,695.0","54.2",2015,1.5,2015,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,7.223684981,"2017","181999","2017","140.9",NA,NA,0,0,0
"MHL","Marshall Islands",2018,24313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,2.7,2010,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","35","2014","66.2",NA,NA,0,0,0
"MKD","North Macedonia",2009,86868,"33","17","71.1","65.1","60.7","44.7","91.8","70.0","82.9","80.2","71.5","78.7","82.0","65","60","4.0","10.0","10.0","24.8","31.6","2.1","$31.0 ","0.0","2.7","$14,914","22.4","1.4","256.3","39.3",2013,4.4,2013,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,13.67018138,"2017","3031","2017","145.5",2018,63.232,0,0,0
"MLI","Mali",2014,0,"103","12","58.1","33.7","33.4","29.6","68.7","85.4","84.2","53.8","52.2","81.6","69.8","65","40","7.6","40.0","35.0","17.6","22.1","18.9","$41.0 ","5.3","5.3","$2,170","7.9","1.8","265.6","35.6",2010,0.1,2010,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2.507229758,"2014","5209","2014","30.7",2002,196.3,0,0,0
"MLT","Malta",2018,2576898,"41","20","68.6","69.8","50.4","50.3","64.2","56.1","94.5","67.1","61.3","78.2","86.0","85","60","2.0","35.0","35.0","33.6","38.3","0.5","$19.3 ","6.6","6.9","$41,945","4.0","1.3","3,185.2","52.6",2014,4.7,2014,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,20.3493243,"2017","588","2017","136.4",NA,NA,0,0,0
"MMR","Myanmar",2018,3407788.433,"139","35","53.6","34.7","18.1","30.6","86.6","85.4","78.3","52.8","65.7","69.6","70.8","30","20","4.6","20.0","30.0","6.5","22.1","52.6","$328.7 ","6.7","7.2","$6,244","0.8","5.1","4,341.0","34.7",2012,0.9,2012,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,5.784641933,"2017","79668","2017","149.3",2004,4163,0,0,0
"MNE","Montenegro",2018,565522,"92","39","60.5","55.4","51.8","39.5","85.3","32.6","23.2","73.3","73.4","81.6","84.7","75","50","2.6","9.0","9.0","36.1","47.4","0.6","$11.0 ","4.2","3.2","$17,736","16.1","2.4","545.9","67.5",2012,4,2012,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,14.97493664,"2017","1119","2017","177.9",2018,67,0,0,0
"MNG","Mongolia",2018,670360,"126","29","55.4","48.2","23.8","29.8","88.5","63.1","6.2","66.0","75.0","77.8","75.8","50","60","4.6","10.0","25.0","20.7","35.1","3.1","$39.7 ","5.1","5.7","$12,979","7.0","4.6","1,494.4","91.4",2012,7,2012,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,4.083538787,"2017","3869","2017","125.8",2017,973,551,0,489
"MNP","Northern Mariana Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2014","175","2014","321.3",NA,NA,0,0,0
"MOZ","Mozambique",2018,540124,"163","40","48.6","33.9","35.2","28.1","75.5","66.9","16.6","57.1","42.0","65.4","78.0","35","50","3.5","32.0","32.0","20.2","33.2","29.5","$36.7 ","3.0","5.6","$1,244","25.0","15.3","2,293.1","102.2",2011,0.7,2011,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2.890764457,"2017","18185","2017","61.3",2011,246.8,0,0,0
"MRT","Mauritania",2018,454435.6972,"119","18","55.7","27.5","30.6","30.6","78.0","74.2","80.6","61.9","51.5","81.2","62.6","50","40","8.7","30.0","25.0","25.9","29.3","3.9","$17.3 ","3.2","3.5","$4,444","9.9","2.3","329.6","91.1",2006,0.4,2006,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3.141112158,"2016","1920","2016","44.6",2008,47,0,0,0
"MUS","Mauritius",2018,1745291,"25","1","73.0","69.5","62.1","40.3","92.1","80.3","73.6","79.8","60.8","79.4","88.4","80","70","0.8","15.0","15.0","18.4","25.6","1.3","$27.5 ","3.9","3.6","$21,640","7.1","3.7","292.7","60.2",2011,3.4,2011,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,11.47417307,"2017","2560","2017","202.4",NA,NA,0,0,0
"MWI","Malawi",2018,10545,"153","32","51.4","35.8","40.1","25.2","79.8","70.3","19.1","41.7","64.0","65.5","75.4","50","50","4.8","30.0","30.0","14.8","31.5","19.2","$22.4 ","4.0","4.0","$1,167","5.9","11.5","277.1","59.3",2011,1.3,2011,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,2.64543493,"2017","14795","2017","79.4",2007,44,0,0,0
"MYS","Malaysia",2018,60481772,"22","6","74.0","84.1","68.2","55.4","85.6","83.2","82.4","83.9","74.4","78.6","82.0","60","50","4.0","25.0","25.0","13.8","23.7","32.1","$930.8 ","5.9","5.2","$29,041","3.4","3.8","9,543.4","54.2",2015,1.9,2015,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,6.671754625,"2017","55413","2017","175.2",2017,2028.503,420,143,215
"NAM","Namibia",2018,602893,"99","10","58.7","55.9","54.7","49.8","66.5","48.9","15.7","65.8","85.1","74.4","83.0","65","40","1.0","37.0","34.0","28.6","41.3","2.3","$26.5 ","-1.2","3.6","$11,312","23.3","6.1","416.0","46.1",2009,2.7,2009,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,3.636031681,"2016","7400","2016","298.4",NA,NA,0,0,0
